cve_item,Concepto,publicacion,cve_periodo,Textbox3,Monto,Flujo_Mes
,            Por Títulos para Negociar,Ve por Más,201804,Año en Curso,66.39,17.49
,            Por Títulos para Negociar,Volkswagen Bank,201806,Año en Curso,0.00,0.00
,            Por Títulos para Negociar,Volkswagen Bank,201805,Año en Curso,0.00,0.00
,            Por Títulos para Negociar,Volkswagen Bank,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,ABC Capital,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,ABC Capital,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,ABC Capital,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Accendo Banco,201806,Año en Curso,3.16,3.16
,            Por Títulos Disponibles para la Venta,Accendo Banco,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Accendo Banco,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Actinver,201806,Año en Curso,388.45,62.07
,            Por Títulos Disponibles para la Venta,Actinver,201805,Año en Curso,326.38,65.40
,            Por Títulos Disponibles para la Venta,Actinver,201804,Año en Curso,260.98,64.85
,            Por Títulos Disponibles para la Venta,Afirme,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Afirme,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Afirme,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,American Express,201806,Año en Curso,,
,            Por Títulos Disponibles para la Venta,American Express,201805,Año en Curso,,
,            Por Títulos Disponibles para la Venta,American Express,201804,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Autofin,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Autofin,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Autofin,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banamex,201806,Año en Curso,"2,922.40",492.59
,            Por Títulos Disponibles para la Venta,Banamex,201805,Año en Curso,"2,429.81",462.62
,            Por Títulos Disponibles para la Venta,Banamex,201804,Año en Curso,"1,967.19",571.95
,            Por Títulos Disponibles para la Venta,Banamex Consolidado,201806,Año en Curso,"2,922.40",492.59
,            Por Títulos Disponibles para la Venta,Banamex Consolidado,201805,Año en Curso,"2,429.81",462.62
,            Por Títulos Disponibles para la Venta,Banamex Consolidado,201804,Año en Curso,"1,967.19",571.95
,            Por Títulos Disponibles para la Venta,Banca de Inversión y Otros Servicios,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banca de Inversión y Otros Servicios,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banca de Inversión y Otros Servicios,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banca de Inversión y Otros Servicios Consolidado,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banca de Inversión y Otros Servicios Consolidado,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banca de Inversión y Otros Servicios Consolidado,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banca Mifel,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banca Mifel,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banca Mifel,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banco Ahorro Famsa,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banco Ahorro Famsa,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banco Ahorro Famsa,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banco Azteca,201806,Año en Curso,1.97,0.33
,            Por Títulos Disponibles para la Venta,Banco Azteca,201805,Año en Curso,1.64,0.41
,            Por Títulos Disponibles para la Venta,Banco Azteca,201804,Año en Curso,1.23,0.35
,            Por Títulos Disponibles para la Venta,Banco Base,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banco Base,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banco Base,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banco Bicentenario,201806,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Banco Bicentenario,201805,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Banco Bicentenario,201804,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Banco del Bajío,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banco del Bajío,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banco del Bajío,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banco Deuno,201806,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Banco Deuno,201805,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Banco Deuno,201804,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Banco Wal-Mart,201806,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Banco Wal-Mart,201805,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Banco Wal-Mart,201804,Año en Curso,,
,            Por Títulos Disponibles para la Venta,BanCoppel,201806,Año en Curso,73.52,26.27
,            Por Títulos Disponibles para la Venta,BanCoppel,201805,Año en Curso,47.25,15.84
,            Por Títulos Disponibles para la Venta,BanCoppel,201804,Año en Curso,31.41,12.65
,            Por Títulos Disponibles para la Venta,Bancos Cambiarios,201806,Año en Curso,1.59,0.43
,            Por Títulos Disponibles para la Venta,Bancos Cambiarios,201805,Año en Curso,1.16,0.54
,            Por Títulos Disponibles para la Venta,Bancos Cambiarios,201804,Año en Curso,0.62,0.46
,            Por Títulos Disponibles para la Venta,Bancos Cambiarios Consolidado,201806,Año en Curso,1.59,0.43
,            Por Títulos Disponibles para la Venta,Bancos Cambiarios Consolidado,201805,Año en Curso,1.16,0.54
,            Por Títulos Disponibles para la Venta,Bancos Cambiarios Consolidado,201804,Año en Curso,0.62,0.46
,            Por Títulos Disponibles para la Venta,Bancrea,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Bancrea,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Bancrea,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Bank of America,201806,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Bank of America,201805,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Bank of America,201804,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Bankaool,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Bankaool,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Bankaool,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Banorte,201806,Año en Curso,"4,180.00",710.21
,            Por Títulos Disponibles para la Venta,Banorte,201805,Año en Curso,"3,469.78",750.86
,            Por Títulos Disponibles para la Venta,Banorte,201804,Año en Curso,"2,718.92",712.45
,            Por Títulos Disponibles para la Venta,Banregio,201806,Año en Curso,318.40,50.52
,            Por Títulos Disponibles para la Venta,Banregio,201805,Año en Curso,267.88,54.20
,            Por Títulos Disponibles para la Venta,Banregio,201804,Año en Curso,213.68,55.41
,            Por Títulos Disponibles para la Venta,Bansí,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Bansí,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Bansí,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Barclays,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Barclays,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Barclays,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,BBVA Bancomer,201806,Año en Curso,"1,508.21",221.01
,            Por Títulos Disponibles para la Venta,BBVA Bancomer,201805,Año en Curso,"1,287.20",228.39
,            Por Títulos Disponibles para la Venta,BBVA Bancomer,201804,Año en Curso,"1,058.81",266.67
,            Por Títulos Disponibles para la Venta,BTMU Mexico,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,BTMU Mexico,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,BTMU Mexico,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,CI Banco Consolidado,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,CI Banco Consolidado,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,CI Banco Consolidado,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,CIBanco,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,CIBanco,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,CIBanco,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Compartamos,201806,Año en Curso,0.08,0.08
,            Por Títulos Disponibles para la Venta,Compartamos,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Compartamos,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Consubanco,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Consubanco,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Consubanco,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Credit Suisse,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Credit Suisse,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Credit Suisse,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Deutsche Bank,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Deutsche Bank,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Deutsche Bank,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Dondé Banco,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Dondé Banco,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Dondé Banco,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Finterra,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Finterra,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Finterra,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Forjadores,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Forjadores,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Forjadores,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,GE Money,201806,Año en Curso,,
,            Por Títulos Disponibles para la Venta,GE Money,201805,Año en Curso,,
,            Por Títulos Disponibles para la Venta,GE Money,201804,Año en Curso,,
,            Por Títulos Disponibles para la Venta,HSBC,201806,Año en Curso,"3,643.14",637.47
,            Por Títulos Disponibles para la Venta,HSBC,201805,Año en Curso,"3,005.67",650.25
,            Por Títulos Disponibles para la Venta,HSBC,201804,Año en Curso,"2,355.42",606.47
,            Por Títulos Disponibles para la Venta,ICBC,201806,Año en Curso,10.71,1.00
,            Por Títulos Disponibles para la Venta,ICBC,201805,Año en Curso,9.72,0.97
,            Por Títulos Disponibles para la Venta,ICBC,201804,Año en Curso,8.75,1.34
,            Por Títulos Disponibles para la Venta,Inbursa,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Inbursa,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Inbursa,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Inbursa Consolidado,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Inbursa Consolidado,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Inbursa Consolidado,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,ING,201806,Año en Curso,,
,            Por Títulos Disponibles para la Venta,ING,201805,Año en Curso,,
,            Por Títulos Disponibles para la Venta,ING,201804,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Inmobiliario Mexicano,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Inmobiliario Mexicano,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Inmobiliario Mexicano,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Interacciones,201806,Año en Curso,269.55,41.62
,            Por Títulos Disponibles para la Venta,Interacciones,201805,Año en Curso,227.93,40.85
,            Por Títulos Disponibles para la Venta,Interacciones,201804,Año en Curso,187.07,43.33
,            Por Títulos Disponibles para la Venta,Intercam Banco,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Intercam Banco,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Intercam Banco,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Invex,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Invex,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Invex,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Ixe,201806,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Ixe,201805,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Ixe,201804,Año en Curso,,
,            Por Títulos Disponibles para la Venta,J.P. Morgan,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,J.P. Morgan,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,J.P. Morgan,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Mizuho Bank,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Mizuho Bank,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Mizuho Bank,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Monex,201806,Año en Curso,1.59,0.43
,            Por Títulos Disponibles para la Venta,Monex,201805,Año en Curso,1.16,0.54
,            Por Títulos Disponibles para la Venta,Monex,201804,Año en Curso,0.62,0.46
,            Por Títulos Disponibles para la Venta,Multiva,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Multiva,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Multiva,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Pagatodo,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Pagatodo,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Pagatodo,201804,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Sabadell,201806,Año en Curso,26.40,7.07
,            Por Títulos Disponibles para la Venta,Sabadell,201805,Año en Curso,19.33,6.52
,            Por Títulos Disponibles para la Venta,Sabadell,201804,Año en Curso,12.81,6.13
,            Por Títulos Disponibles para la Venta,Santander,201806,Año en Curso,"5,184.74",843.44
,            Por Títulos Disponibles para la Venta,Santander,201805,Año en Curso,"4,341.30",940.43
,            Por Títulos Disponibles para la Venta,Santander,201804,Año en Curso,"3,400.87",906.32
,            Por Títulos Disponibles para la Venta,Scotiabank,201806,Año en Curso,"1,244.80",195.73
,            Por Títulos Disponibles para la Venta,Scotiabank,201805,Año en Curso,"1,049.07",201.01
,            Por Títulos Disponibles para la Venta,Scotiabank,201804,Año en Curso,848.05,194.95
,            Por Títulos Disponibles para la Venta,Sistema  Consolidado,201806,Año en Curso,"20,233.76","3,359.60"
,            Por Títulos Disponibles para la Venta,Sistema  Consolidado,201805,Año en Curso,"16,874.16","3,521.20"
,            Por Títulos Disponibles para la Venta,Sistema  Consolidado,201804,Año en Curso,"13,352.96","3,530.75"
,            Por Títulos Disponibles para la Venta,The Bank of New York Mellon,201806,Año en Curso,,
,            Por Títulos Disponibles para la Venta,The Bank of New York Mellon,201805,Año en Curso,,
,            Por Títulos Disponibles para la Venta,The Bank of New York Mellon,201804,Año en Curso,,
,            Por Títulos Disponibles para la Venta,UBS,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,UBS,201805,Año en Curso,,
,            Por Títulos Disponibles para la Venta,UBS,201804,Año en Curso,,
,            Por Títulos Disponibles para la Venta,Ve por Más,201806,Año en Curso,424.54,61.10
,            Por Títulos Disponibles para la Venta,Ve por Más,201805,Año en Curso,363.44,97.22
,            Por Títulos Disponibles para la Venta,Ve por Más,201804,Año en Curso,266.22,80.52
,            Por Títulos Disponibles para la Venta,Volkswagen Bank,201806,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Volkswagen Bank,201805,Año en Curso,0.00,0.00
,            Por Títulos Disponibles para la Venta,Volkswagen Bank,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,ABC Capital,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,ABC Capital,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,ABC Capital,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Accendo Banco,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Accendo Banco,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Accendo Banco,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Actinver,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Actinver,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Actinver,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Afirme,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Afirme,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Afirme,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,American Express,201806,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,American Express,201805,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,American Express,201804,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,Autofin,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Autofin,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Autofin,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Banamex,201806,Año en Curso,751.96,151.23
,            Por Títulos Conservados a Vencimiento,Banamex,201805,Año en Curso,600.73,113.10
,            Por Títulos Conservados a Vencimiento,Banamex,201804,Año en Curso,487.62,160.95
,            Por Títulos Conservados a Vencimiento,Banamex Consolidado,201806,Año en Curso,751.96,151.23
,            Por Títulos Conservados a Vencimiento,Banamex Consolidado,201805,Año en Curso,600.73,113.10
,            Por Títulos Conservados a Vencimiento,Banamex Consolidado,201804,Año en Curso,487.62,160.95
,            Por Títulos Conservados a Vencimiento,Banca de Inversión y Otros Servicios,201806,Año en Curso,3.01,0.00
,            Por Títulos Conservados a Vencimiento,Banca de Inversión y Otros Servicios,201805,Año en Curso,3.01,0.23
,            Por Títulos Conservados a Vencimiento,Banca de Inversión y Otros Servicios,201804,Año en Curso,2.78,0.66
,            Por Títulos Conservados a Vencimiento,Banca de Inversión y Otros Servicios Consolidado,201806,Año en Curso,3.01,0.00
,            Por Títulos Conservados a Vencimiento,Banca de Inversión y Otros Servicios Consolidado,201805,Año en Curso,3.01,0.23
,            Por Títulos Conservados a Vencimiento,Banca de Inversión y Otros Servicios Consolidado,201804,Año en Curso,2.78,0.66
,            Por Títulos Conservados a Vencimiento,Banca Mifel,201806,Año en Curso,7.78,0.78
,            Por Títulos Conservados a Vencimiento,Banca Mifel,201805,Año en Curso,7.00,0.81
,            Por Títulos Conservados a Vencimiento,Banca Mifel,201804,Año en Curso,6.19,0.78
,            Por Títulos Conservados a Vencimiento,Banco Ahorro Famsa,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Banco Ahorro Famsa,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Banco Ahorro Famsa,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Banco Azteca,201806,Año en Curso,12.41,2.18
,            Por Títulos Conservados a Vencimiento,Banco Azteca,201805,Año en Curso,10.23,2.24
,            Por Títulos Conservados a Vencimiento,Banco Azteca,201804,Año en Curso,7.99,2.05
,            Por Títulos Conservados a Vencimiento,Banco Base,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Banco Base,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Banco Base,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Banco Bicentenario,201806,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,Banco Bicentenario,201805,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,Banco Bicentenario,201804,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,Banco del Bajío,201806,Año en Curso,9.42,2.31
,            Por Títulos Conservados a Vencimiento,Banco del Bajío,201805,Año en Curso,7.11,2.54
,            Por Títulos Conservados a Vencimiento,Banco del Bajío,201804,Año en Curso,4.57,0.42
,            Por Títulos Conservados a Vencimiento,Banco Deuno,201806,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,Banco Deuno,201805,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,Banco Deuno,201804,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,Banco Wal-Mart,201806,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,Banco Wal-Mart,201805,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,Banco Wal-Mart,201804,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,BanCoppel,201806,Año en Curso,260.66,40.17
,            Por Títulos Conservados a Vencimiento,BanCoppel,201805,Año en Curso,220.49,47.63
,            Por Títulos Conservados a Vencimiento,BanCoppel,201804,Año en Curso,172.86,52.71
,            Por Títulos Conservados a Vencimiento,Bancos Cambiarios,201806,Año en Curso,43.75,6.39
,            Por Títulos Conservados a Vencimiento,Bancos Cambiarios,201805,Año en Curso,37.36,6.48
,            Por Títulos Conservados a Vencimiento,Bancos Cambiarios,201804,Año en Curso,30.88,8.40
,            Por Títulos Conservados a Vencimiento,Bancos Cambiarios Consolidado,201806,Año en Curso,43.75,6.39
,            Por Títulos Conservados a Vencimiento,Bancos Cambiarios Consolidado,201805,Año en Curso,37.36,6.48
,            Por Títulos Conservados a Vencimiento,Bancos Cambiarios Consolidado,201804,Año en Curso,30.88,8.40
,            Por Títulos Conservados a Vencimiento,Bancrea,201806,Año en Curso,44.29,8.82
,            Por Títulos Conservados a Vencimiento,Bancrea,201805,Año en Curso,35.46,9.21
,            Por Títulos Conservados a Vencimiento,Bancrea,201804,Año en Curso,26.25,7.21
,            Por Títulos Conservados a Vencimiento,Bank of America,201806,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,Bank of America,201805,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,Bank of America,201804,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,Bankaool,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Bankaool,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Bankaool,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Banorte,201806,Año en Curso,241.85,38.24
,            Por Títulos Conservados a Vencimiento,Banorte,201805,Año en Curso,203.61,31.01
,            Por Títulos Conservados a Vencimiento,Banorte,201804,Año en Curso,172.60,36.65
,            Por Títulos Conservados a Vencimiento,Banregio,201806,Año en Curso,2.48,0.00
,            Por Títulos Conservados a Vencimiento,Banregio,201805,Año en Curso,2.48,0.00
,            Por Títulos Conservados a Vencimiento,Banregio,201804,Año en Curso,2.48,0.00
,            Por Títulos Conservados a Vencimiento,Bansí,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Bansí,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Bansí,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Barclays,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Barclays,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Barclays,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,BBVA Bancomer,201806,Año en Curso,559.63,103.08
,            Por Títulos Conservados a Vencimiento,BBVA Bancomer,201805,Año en Curso,456.55,95.53
,            Por Títulos Conservados a Vencimiento,BBVA Bancomer,201804,Año en Curso,361.03,92.96
,            Por Títulos Conservados a Vencimiento,BTMU Mexico,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,BTMU Mexico,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,BTMU Mexico,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,CI Banco Consolidado,201806,Año en Curso,43.75,6.39
,            Por Títulos Conservados a Vencimiento,CI Banco Consolidado,201805,Año en Curso,37.36,7.34
,            Por Títulos Conservados a Vencimiento,CI Banco Consolidado,201804,Año en Curso,30.01,7.54
,            Por Títulos Conservados a Vencimiento,CIBanco,201806,Año en Curso,43.75,6.39
,            Por Títulos Conservados a Vencimiento,CIBanco,201805,Año en Curso,37.36,7.34
,            Por Títulos Conservados a Vencimiento,CIBanco,201804,Año en Curso,30.01,7.54
,            Por Títulos Conservados a Vencimiento,Compartamos,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Compartamos,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Compartamos,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Consubanco,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Consubanco,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Consubanco,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Credit Suisse,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Credit Suisse,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Credit Suisse,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Deutsche Bank,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Deutsche Bank,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Deutsche Bank,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Dondé Banco,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Dondé Banco,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Dondé Banco,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Finterra,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Finterra,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Finterra,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Forjadores,201806,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Forjadores,201805,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,Forjadores,201804,Año en Curso,0.00,0.00
,            Por Títulos Conservados a Vencimiento,GE Money,201806,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,GE Money,201805,Año en Curso,,
,            Por Títulos Conservados a Vencimiento,GE Money,201804,Año en Curso,,
