cve_item,Concepto,publicacion,cve_periodo,Textbox3,Monto,Flujo_Mes
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Inmobiliario Mexicano,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Interacciones,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Interacciones,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Interacciones,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Intercam Banco,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Intercam Banco,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Intercam Banco,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Invex,201806,Año en Curso,3.05,0.05
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Invex,201805,Año en Curso,3,0.6
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Invex,201804,Año en Curso,2.4,0.69
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Ixe,201806,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Ixe,201805,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Ixe,201804,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,J.P. Morgan,201806,Año en Curso,24.72,10.18
,        Intereses y rendimientos a favor provenientes de cuentas de margen,J.P. Morgan,201805,Año en Curso,14.54,3.83
,        Intereses y rendimientos a favor provenientes de cuentas de margen,J.P. Morgan,201804,Año en Curso,10.72,3.44
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Mizuho Bank,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Mizuho Bank,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Mizuho Bank,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Monex,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Monex,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Monex,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Multiva,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Multiva,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Multiva,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Pagatodo,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Pagatodo,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Pagatodo,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Sabadell,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Sabadell,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Sabadell,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Santander,201806,Año en Curso,473.33,74.23
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Santander,201805,Año en Curso,399.09,64.2
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Santander,201804,Año en Curso,334.9,62.14
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Scotiabank,201806,Año en Curso,26.46,3.49
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Scotiabank,201805,Año en Curso,22.97,4.96
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Scotiabank,201804,Año en Curso,18.02,5.23
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Sistema  Consolidado,201806,Año en Curso,959.56,168.63
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Sistema  Consolidado,201805,Año en Curso,790.93,150.57
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Sistema  Consolidado,201804,Año en Curso,640.36,135.91
,        Intereses y rendimientos a favor provenientes de cuentas de margen,The Bank of New York Mellon,201806,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,The Bank of New York Mellon,201805,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,The Bank of New York Mellon,201804,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,UBS,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,UBS,201805,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,UBS,201804,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Ve por Más,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Ve por Más,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Ve por Más,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Volkswagen Bank,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Volkswagen Bank,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Volkswagen Bank,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,ABC Capital,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,ABC Capital,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,ABC Capital,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Accendo Banco,201806,Año en Curso,22.19,5.45
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Accendo Banco,201805,Año en Curso,16.74,3.71
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Accendo Banco,201804,Año en Curso,13.03,3.72
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Actinver,201806,Año en Curso,398.32,65.13
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Actinver,201805,Año en Curso,333.19,67.53
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Actinver,201804,Año en Curso,265.66,66.59
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Afirme,201806,Año en Curso,"3,665.53",588.13
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Afirme,201805,Año en Curso,"3,077.40",610.55
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Afirme,201804,Año en Curso,"2,466.85",660.14
,        Intereses y rendimientos a favor provenientes de inversiones en valores,American Express,201806,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,American Express,201805,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,American Express,201804,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Autofin,201806,Año en Curso,24.22,4.69
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Autofin,201805,Año en Curso,19.53,4.59
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Autofin,201804,Año en Curso,14.94,4.35
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banamex,201806,Año en Curso,"4,886.86",874.46
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banamex,201805,Año en Curso,"4,012.40",682.38
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banamex,201804,Año en Curso,"3,330.03",984.8
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banamex Consolidado,201806,Año en Curso,"4,886.86",874.46
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banamex Consolidado,201805,Año en Curso,"4,012.40",682.38
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banamex Consolidado,201804,Año en Curso,"3,330.03",984.8
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca de Inversión y Otros Servicios,201806,Año en Curso,"6,628.59","1,070.34"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca de Inversión y Otros Servicios,201805,Año en Curso,"5,558.25","1,180.80"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca de Inversión y Otros Servicios,201804,Año en Curso,"4,377.45","1,060.22"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca de Inversión y Otros Servicios Consolidado,201806,Año en Curso,"6,628.59","1,070.34"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca de Inversión y Otros Servicios Consolidado,201805,Año en Curso,"5,558.25","1,180.80"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca de Inversión y Otros Servicios Consolidado,201804,Año en Curso,"4,377.45","1,060.22"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca Mifel,201806,Año en Curso,43.9,6.41
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca Mifel,201805,Año en Curso,37.5,6.7
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca Mifel,201804,Año en Curso,30.8,7.03
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Ahorro Famsa,201806,Año en Curso,8.99,1.46
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Ahorro Famsa,201805,Año en Curso,7.53,1.66
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Ahorro Famsa,201804,Año en Curso,5.87,1.57
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Azteca,201806,Año en Curso,"1,208.66",224.69
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Azteca,201805,Año en Curso,983.97,236.34
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Azteca,201804,Año en Curso,747.63,195.74
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Base,201806,Año en Curso,530.98,91.65
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Base,201805,Año en Curso,439.34,90.57
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Base,201804,Año en Curso,348.77,84.48
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Bicentenario,201806,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Bicentenario,201805,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Bicentenario,201804,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco del Bajío,201806,Año en Curso,717.25,116.67
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco del Bajío,201805,Año en Curso,600.58,123.56
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco del Bajío,201804,Año en Curso,477.01,122.34
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Deuno,201806,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Deuno,201805,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Deuno,201804,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Wal-Mart,201806,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Wal-Mart,201805,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Wal-Mart,201804,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,BanCoppel,201806,Año en Curso,"1,131.22",187.34
,        Intereses y rendimientos a favor provenientes de inversiones en valores,BanCoppel,201805,Año en Curso,943.88,202.58
,        Intereses y rendimientos a favor provenientes de inversiones en valores,BanCoppel,201804,Año en Curso,741.29,197.66
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancos Cambiarios,201806,Año en Curso,"1,810.14",267.38
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancos Cambiarios,201805,Año en Curso,"1,542.76",373.6
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancos Cambiarios,201804,Año en Curso,"1,169.17",309.73
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancos Cambiarios Consolidado,201806,Año en Curso,"1,810.14",267.38
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancos Cambiarios Consolidado,201805,Año en Curso,"1,542.76",373.6
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancos Cambiarios Consolidado,201804,Año en Curso,"1,169.17",309.73
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancrea,201806,Año en Curso,44.29,8.82
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancrea,201805,Año en Curso,35.46,9.21
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancrea,201804,Año en Curso,26.25,7.21
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bank of America,201806,Año en Curso,219.19,102.19
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bank of America,201805,Año en Curso,117.01,48.51
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bank of America,201804,Año en Curso,68.5,5.8
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bankaool,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bankaool,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bankaool,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banorte,201806,Año en Curso,"9,570.79","1,401.06"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banorte,201805,Año en Curso,"8,169.73","1,426.50"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banorte,201804,Año en Curso,"6,743.23","1,327.79"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banregio,201806,Año en Curso,331.47,51.12
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banregio,201805,Año en Curso,280.35,55.15
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banregio,201804,Año en Curso,225.21,56.12
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bansí,201806,Año en Curso,6.92,-0.6
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bansí,201805,Año en Curso,7.52,-1.48
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bansí,201804,Año en Curso,9.01,-0.11
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Barclays,201806,Año en Curso,214.76,14.34
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Barclays,201805,Año en Curso,200.43,44
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Barclays,201804,Año en Curso,156.43,10.49
,        Intereses y rendimientos a favor provenientes de inversiones en valores,BBVA Bancomer,201806,Año en Curso,"17,840.73","3,352.23"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,BBVA Bancomer,201805,Año en Curso,"14,488.50","3,052.40"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,BBVA Bancomer,201804,Año en Curso,"11,436.10","2,856.41"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,BTMU Mexico,201806,Año en Curso,346,52.29
,        Intereses y rendimientos a favor provenientes de inversiones en valores,BTMU Mexico,201805,Año en Curso,293.7,66.21
,        Intereses y rendimientos a favor provenientes de inversiones en valores,BTMU Mexico,201804,Año en Curso,227.49,64.27
,        Intereses y rendimientos a favor provenientes de inversiones en valores,CI Banco Consolidado,201806,Año en Curso,314.31,52.18
,        Intereses y rendimientos a favor provenientes de inversiones en valores,CI Banco Consolidado,201805,Año en Curso,262.13,50.18
,        Intereses y rendimientos a favor provenientes de inversiones en valores,CI Banco Consolidado,201804,Año en Curso,211.95,59.58
,        Intereses y rendimientos a favor provenientes de inversiones en valores,CIBanco,201806,Año en Curso,314.31,52.18
,        Intereses y rendimientos a favor provenientes de inversiones en valores,CIBanco,201805,Año en Curso,262.13,50.18
,        Intereses y rendimientos a favor provenientes de inversiones en valores,CIBanco,201804,Año en Curso,211.95,59.58
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Compartamos,201806,Año en Curso,0.08,0.08
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Compartamos,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Compartamos,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Consubanco,201806,Año en Curso,0.92,0.8
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Consubanco,201805,Año en Curso,0.12,0.12
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Consubanco,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Credit Suisse,201806,Año en Curso,135.92,25.44
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Credit Suisse,201805,Año en Curso,110.48,18.15
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Credit Suisse,201804,Año en Curso,92.33,27.29
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Deutsche Bank,201806,Año en Curso,81.51,12.22
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Deutsche Bank,201805,Año en Curso,69.29,13.65
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Deutsche Bank,201804,Año en Curso,55.64,13.35
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Dondé Banco,201806,Año en Curso,0.03,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Dondé Banco,201805,Año en Curso,0.03,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Dondé Banco,201804,Año en Curso,0.03,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Finterra,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Finterra,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Finterra,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Forjadores,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Forjadores,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Forjadores,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,GE Money,201806,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,GE Money,201805,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,GE Money,201804,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,HSBC,201806,Año en Curso,"5,316.88",892.76
,        Intereses y rendimientos a favor provenientes de inversiones en valores,HSBC,201805,Año en Curso,"4,424.12",962.24
,        Intereses y rendimientos a favor provenientes de inversiones en valores,HSBC,201804,Año en Curso,"3,461.88",914.47
,        Intereses y rendimientos a favor provenientes de inversiones en valores,ICBC,201806,Año en Curso,10.71,1
,        Intereses y rendimientos a favor provenientes de inversiones en valores,ICBC,201805,Año en Curso,9.72,0.97
,        Intereses y rendimientos a favor provenientes de inversiones en valores,ICBC,201804,Año en Curso,8.75,1.34
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Inbursa,201806,Año en Curso,"3,757.33",588.61
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Inbursa,201805,Año en Curso,"3,168.72",577.42
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Inbursa,201804,Año en Curso,"2,591.30",707.22
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Inbursa Consolidado,201806,Año en Curso,"4,065.79",641.81
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Inbursa Consolidado,201805,Año en Curso,"3,423.98",627.72
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Inbursa Consolidado,201804,Año en Curso,"2,796.26",757.28
,        Intereses y rendimientos a favor provenientes de inversiones en valores,ING,201806,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,ING,201805,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,ING,201804,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Inmobiliario Mexicano,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Inmobiliario Mexicano,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Inmobiliario Mexicano,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Interacciones,201806,Año en Curso,"3,040.63",519.87
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Interacciones,201805,Año en Curso,"2,520.77",513.6
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Interacciones,201804,Año en Curso,"2,007.16",493.28
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Intercam Banco,201806,Año en Curso,246.63,12.33
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Intercam Banco,201805,Año en Curso,234.31,43.51
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Intercam Banco,201804,Año en Curso,190.8,37.22
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Invex,201806,Año en Curso,"2,115.72",348.98
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Invex,201805,Año en Curso,"1,766.74",402.12
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Invex,201804,Año en Curso,"1,364.62",295.67
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Ixe,201806,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Ixe,201805,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Ixe,201804,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,J.P. Morgan,201806,Año en Curso,174.05,-23.21
,        Intereses y rendimientos a favor provenientes de inversiones en valores,J.P. Morgan,201805,Año en Curso,197.26,40.44
,        Intereses y rendimientos a favor provenientes de inversiones en valores,J.P. Morgan,201804,Año en Curso,156.81,43.18
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Mizuho Bank,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Mizuho Bank,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Mizuho Bank,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Monex,201806,Año en Curso,718.22,111.23
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Monex,201805,Año en Curso,606.99,189.34
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Monex,201804,Año en Curso,417.65,128.44
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Multiva,201806,Año en Curso,739.31,124.29
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Multiva,201805,Año en Curso,615.02,127.26
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Multiva,201804,Año en Curso,487.76,119.19
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Pagatodo,201806,Año en Curso,3.01,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Pagatodo,201805,Año en Curso,3.01,0.23
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Pagatodo,201804,Año en Curso,2.78,0.66
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Sabadell,201806,Año en Curso,26.4,7.07
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Sabadell,201805,Año en Curso,19.33,6.52
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Sabadell,201804,Año en Curso,12.81,6.13
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Santander,201806,Año en Curso,"9,115.16","1,621.17"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Santander,201805,Año en Curso,"7,493.99","1,623.14"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Santander,201804,Año en Curso,"5,870.85","1,552.82"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Scotiabank,201806,Año en Curso,"1,844.93",316.33
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Scotiabank,201805,Año en Curso,"1,528.60",327.47
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Scotiabank,201804,Año en Curso,"1,201.14",295.84
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Sistema  Consolidado,201806,Año en Curso,"69,744.60","11,899.25"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Sistema  Consolidado,201805,Año en Curso,"57,845.35","11,801.45"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Sistema  Consolidado,201804,Año en Curso,"46,043.90","11,512.37"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,The Bank of New York Mellon,201806,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,The Bank of New York Mellon,201805,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,The Bank of New York Mellon,201804,Año en Curso,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,UBS,201806,Año en Curso,18.89,2.26
,        Intereses y rendimientos a favor provenientes de inversiones en valores,UBS,201805,Año en Curso,16.63,3.14
,        Intereses y rendimientos a favor provenientes de inversiones en valores,UBS,201804,Año en Curso,13.49,3.65
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Ve por Más,201806,Año en Curso,526.26,78.98
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Ve por Más,201805,Año en Curso,447.27,114.67
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Ve por Más,201804,Año en Curso,332.61,98.01
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Volkswagen Bank,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Volkswagen Bank,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Volkswagen Bank,201804,Año en Curso,0,0
,            Por Títulos para Negociar,ABC Capital,201806,Año en Curso,0,0
,            Por Títulos para Negociar,ABC Capital,201805,Año en Curso,0,0
,            Por Títulos para Negociar,ABC Capital,201804,Año en Curso,0,0
,            Por Títulos para Negociar,Accendo Banco,201806,Año en Curso,19.03,2.29
,            Por Títulos para Negociar,Accendo Banco,201805,Año en Curso,16.74,3.71
,            Por Títulos para Negociar,Accendo Banco,201804,Año en Curso,13.03,3.72
,            Por Títulos para Negociar,Actinver,201806,Año en Curso,9.88,3.06
,            Por Títulos para Negociar,Actinver,201805,Año en Curso,6.81,2.13
,            Por Títulos para Negociar,Actinver,201804,Año en Curso,4.68,1.74
,            Por Títulos para Negociar,Afirme,201806,Año en Curso,"3,665.53",588.13
,            Por Títulos para Negociar,Afirme,201805,Año en Curso,"3,077.40",610.55
,            Por Títulos para Negociar,Afirme,201804,Año en Curso,"2,466.85",660.14
,            Por Títulos para Negociar,American Express,201806,Año en Curso,,
,            Por Títulos para Negociar,American Express,201805,Año en Curso,,
,            Por Títulos para Negociar,American Express,201804,Año en Curso,,
,            Por Títulos para Negociar,Autofin,201806,Año en Curso,24.22,4.69
,            Por Títulos para Negociar,Autofin,201805,Año en Curso,19.53,4.59
,            Por Títulos para Negociar,Autofin,201804,Año en Curso,14.94,4.35
,            Por Títulos para Negociar,Banamex,201806,Año en Curso,"1,212.50",230.64
,            Por Títulos para Negociar,Banamex,201805,Año en Curso,981.86,106.65
,            Por Títulos para Negociar,Banamex,201804,Año en Curso,875.22,251.9
,            Por Títulos para Negociar,Banamex Consolidado,201806,Año en Curso,"1,212.50",230.64
,            Por Títulos para Negociar,Banamex Consolidado,201805,Año en Curso,981.86,106.65
,            Por Títulos para Negociar,Banamex Consolidado,201804,Año en Curso,875.22,251.9
,            Por Títulos para Negociar,Banca de Inversión y Otros Servicios,201806,Año en Curso,"6,625.58","1,070.34"
,            Por Títulos para Negociar,Banca de Inversión y Otros Servicios,201805,Año en Curso,"5,555.24","1,180.57"
,            Por Títulos para Negociar,Banca de Inversión y Otros Servicios,201804,Año en Curso,"4,374.67","1,059.56"
,            Por Títulos para Negociar,Banca de Inversión y Otros Servicios Consolidado,201806,Año en Curso,"6,625.58","1,070.34"
,            Por Títulos para Negociar,Banca de Inversión y Otros Servicios Consolidado,201805,Año en Curso,"5,555.24","1,180.57"
,            Por Títulos para Negociar,Banca de Inversión y Otros Servicios Consolidado,201804,Año en Curso,"4,374.67","1,059.56"
