cve_item,Concepto,publicacion,cve_periodo,Textbox3,Monto,Flujo_Mes,publicacion2,cve_periodo2,Textbox4,cve_item2,Concepto1,item_Importe2,Flujo_Mes1
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Finterra,201804,Año en Curso,0,0,Banco Base,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,92.3,24.94
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Forjadores,201806,Año en Curso,0,0,Banco Base,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Forjadores,201805,Año en Curso,0,0,Banco Base,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Forjadores,201804,Año en Curso,0,0,Banco Base,201804,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,GE Money,201806,Año en Curso,,,Banco Base,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,343.64,62.89
,        Intereses y rendimientos a favor provenientes de cuentas de margen,GE Money,201805,Año en Curso,,,Banco Base,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,280.75,60.61
,        Intereses y rendimientos a favor provenientes de cuentas de margen,GE Money,201804,Año en Curso,,,Banco Base,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,220.14,57.63
,        Intereses y rendimientos a favor provenientes de cuentas de margen,HSBC,201806,Año en Curso,0,0,Banco Base,201806,Año en Curso,,            Créditos Comerciales,343.64,62.89
,        Intereses y rendimientos a favor provenientes de cuentas de margen,HSBC,201805,Año en Curso,0,0,Banco Base,201805,Año en Curso,,            Créditos Comerciales,280.75,60.61
,        Intereses y rendimientos a favor provenientes de cuentas de margen,HSBC,201804,Año en Curso,0,0,Banco Base,201804,Año en Curso,,            Créditos Comerciales,220.14,57.63
,        Intereses y rendimientos a favor provenientes de cuentas de margen,ICBC,201806,Año en Curso,0,0,Banco Base,201806,Año en Curso,,                Actividad empresarial o comercial,332.04,60.9
,        Intereses y rendimientos a favor provenientes de cuentas de margen,ICBC,201805,Año en Curso,0,0,Banco Base,201805,Año en Curso,,                Actividad empresarial o comercial,271.14,58.6
,        Intereses y rendimientos a favor provenientes de cuentas de margen,ICBC,201804,Año en Curso,0,0,Banco Base,201804,Año en Curso,,                Actividad empresarial o comercial,212.54,55.92
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Inbursa,201806,Año en Curso,0,0,Banco Bicentenario,201806,Año en Curso,,    Ingresos por intereses,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Inbursa,201805,Año en Curso,0,0,Banco Bicentenario,201805,Año en Curso,,    Ingresos por intereses,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Inbursa,201804,Año en Curso,0,0,Banco Bicentenario,201804,Año en Curso,,    Ingresos por intereses,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Inbursa Consolidado,201806,Año en Curso,0,0,Banco Bicentenario,201806,Año en Curso,,        Intereses de disponibilidades,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Inbursa Consolidado,201805,Año en Curso,0,0,Banco Bicentenario,201805,Año en Curso,,        Intereses de disponibilidades,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Inbursa Consolidado,201804,Año en Curso,0,0,Banco Bicentenario,201804,Año en Curso,,        Intereses de disponibilidades,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,ING,201806,Año en Curso,,,Banco Bicentenario,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,ING,201805,Año en Curso,,,Banco Bicentenario,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,ING,201804,Año en Curso,,,Banco Bicentenario,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Inmobiliario Mexicano,201806,Año en Curso,0,0,Banco Bicentenario,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Inmobiliario Mexicano,201805,Año en Curso,0,0,Banco Bicentenario,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Inmobiliario Mexicano,201804,Año en Curso,0,0,Banco Bicentenario,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Interacciones,201806,Año en Curso,0,0,Banco Bicentenario,201806,Año en Curso,,            Por Títulos para Negociar,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Interacciones,201805,Año en Curso,0,0,Banco Bicentenario,201805,Año en Curso,,            Por Títulos para Negociar,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Interacciones,201804,Año en Curso,0,0,Banco Bicentenario,201804,Año en Curso,,            Por Títulos para Negociar,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Intercam Banco,201806,Año en Curso,0,0,Banco Bicentenario,201806,Año en Curso,,            Por Títulos Disponibles para la Venta,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Intercam Banco,201805,Año en Curso,0,0,Banco Bicentenario,201805,Año en Curso,,            Por Títulos Disponibles para la Venta,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Intercam Banco,201804,Año en Curso,0,0,Banco Bicentenario,201804,Año en Curso,,            Por Títulos Disponibles para la Venta,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Invex,201806,Año en Curso,3.05,0.05,Banco Bicentenario,201806,Año en Curso,,            Por Títulos Conservados a Vencimiento,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Invex,201805,Año en Curso,3,0.6,Banco Bicentenario,201805,Año en Curso,,            Por Títulos Conservados a Vencimiento,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Invex,201804,Año en Curso,2.4,0.69,Banco Bicentenario,201804,Año en Curso,,            Por Títulos Conservados a Vencimiento,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Ixe,201806,Año en Curso,,,Banco Bicentenario,201806,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Ixe,201805,Año en Curso,,,Banco Bicentenario,201805,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Ixe,201804,Año en Curso,,,Banco Bicentenario,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,J.P. Morgan,201806,Año en Curso,24.72,10.18,Banco Bicentenario,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,J.P. Morgan,201805,Año en Curso,14.54,3.83,Banco Bicentenario,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,J.P. Morgan,201804,Año en Curso,10.72,3.44,Banco Bicentenario,201804,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Mizuho Bank,201806,Año en Curso,0,0,Banco Bicentenario,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Mizuho Bank,201805,Año en Curso,0,0,Banco Bicentenario,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Mizuho Bank,201804,Año en Curso,0,0,Banco Bicentenario,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Monex,201806,Año en Curso,0,0,Banco Bicentenario,201806,Año en Curso,,            Créditos Comerciales,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Monex,201805,Año en Curso,0,0,Banco Bicentenario,201805,Año en Curso,,            Créditos Comerciales,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Monex,201804,Año en Curso,0,0,Banco Bicentenario,201804,Año en Curso,,            Créditos Comerciales,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Multiva,201806,Año en Curso,0,0,Banco Bicentenario,201806,Año en Curso,,                Actividad empresarial o comercial,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Multiva,201805,Año en Curso,0,0,Banco Bicentenario,201805,Año en Curso,,                Actividad empresarial o comercial,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Multiva,201804,Año en Curso,0,0,Banco Bicentenario,201804,Año en Curso,,                Actividad empresarial o comercial,,
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Pagatodo,201806,Año en Curso,0,0,Banco del Bajío,201806,Año en Curso,,    Ingresos por intereses,"8,784.99","1,532.02"
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Pagatodo,201805,Año en Curso,0,0,Banco del Bajío,201805,Año en Curso,,    Ingresos por intereses,"7,252.98","1,540.66"
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Pagatodo,201804,Año en Curso,0,0,Banco del Bajío,201804,Año en Curso,,    Ingresos por intereses,"5,712.31","1,448.89"
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Sabadell,201806,Año en Curso,0,0,Banco del Bajío,201806,Año en Curso,,        Intereses de disponibilidades,354.64,60.78
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Sabadell,201805,Año en Curso,0,0,Banco del Bajío,201805,Año en Curso,,        Intereses de disponibilidades,293.86,54.54
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Sabadell,201804,Año en Curso,0,0,Banco del Bajío,201804,Año en Curso,,        Intereses de disponibilidades,239.32,62.18
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Santander,201806,Año en Curso,473.33,74.23,Banco del Bajío,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Santander,201805,Año en Curso,399.09,64.2,Banco del Bajío,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Santander,201804,Año en Curso,334.9,62.14,Banco del Bajío,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Scotiabank,201806,Año en Curso,26.46,3.49,Banco del Bajío,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,717.25,116.67
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Scotiabank,201805,Año en Curso,22.97,4.96,Banco del Bajío,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,600.58,123.56
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Scotiabank,201804,Año en Curso,18.02,5.23,Banco del Bajío,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,477.01,122.34
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Sistema  Consolidado,201806,Año en Curso,959.56,168.63,Banco del Bajío,201806,Año en Curso,,            Por Títulos para Negociar,707.83,114.36
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Sistema  Consolidado,201805,Año en Curso,790.93,150.57,Banco del Bajío,201805,Año en Curso,,            Por Títulos para Negociar,593.47,121.02
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Sistema  Consolidado,201804,Año en Curso,640.36,135.91,Banco del Bajío,201804,Año en Curso,,            Por Títulos para Negociar,472.45,121.92
,        Intereses y rendimientos a favor provenientes de cuentas de margen,The Bank of New York Mellon,201806,Año en Curso,,,Banco del Bajío,201806,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,The Bank of New York Mellon,201805,Año en Curso,,,Banco del Bajío,201805,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,The Bank of New York Mellon,201804,Año en Curso,,,Banco del Bajío,201804,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,UBS,201806,Año en Curso,0,0,Banco del Bajío,201806,Año en Curso,,            Por Títulos Conservados a Vencimiento,9.42,2.31
,        Intereses y rendimientos a favor provenientes de cuentas de margen,UBS,201805,Año en Curso,,,Banco del Bajío,201805,Año en Curso,,            Por Títulos Conservados a Vencimiento,7.11,2.54
,        Intereses y rendimientos a favor provenientes de cuentas de margen,UBS,201804,Año en Curso,,,Banco del Bajío,201804,Año en Curso,,            Por Títulos Conservados a Vencimiento,4.57,0.42
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Ve por Más,201806,Año en Curso,0,0,Banco del Bajío,201806,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,205.45,33.98
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Ve por Más,201805,Año en Curso,0,0,Banco del Bajío,201805,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,171.47,31.34
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Ve por Más,201804,Año en Curso,0,0,Banco del Bajío,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,140.13,20.95
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Volkswagen Bank,201806,Año en Curso,0,0,Banco del Bajío,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Volkswagen Bank,201805,Año en Curso,0,0,Banco del Bajío,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses y rendimientos a favor provenientes de cuentas de margen,Volkswagen Bank,201804,Año en Curso,0,0,Banco del Bajío,201804,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses y rendimientos a favor provenientes de inversiones en valores,ABC Capital,201806,Año en Curso,0,0,Banco del Bajío,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"7,371.99","1,300.06"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,ABC Capital,201805,Año en Curso,0,0,Banco del Bajío,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"6,071.93","1,307.58"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,ABC Capital,201804,Año en Curso,0,0,Banco del Bajío,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"4,764.35","1,220.21"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Accendo Banco,201806,Año en Curso,22.19,5.45,Banco del Bajío,201806,Año en Curso,,            Créditos Comerciales,"6,870.50","1,214.97"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Accendo Banco,201805,Año en Curso,16.74,3.71,Banco del Bajío,201805,Año en Curso,,            Créditos Comerciales,"5,655.53","1,222.17"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Accendo Banco,201804,Año en Curso,13.03,3.72,Banco del Bajío,201804,Año en Curso,,            Créditos Comerciales,"4,433.36","1,136.72"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Actinver,201806,Año en Curso,398.32,65.13,Banco del Bajío,201806,Año en Curso,,                Actividad empresarial o comercial,"6,040.28","1,061.57"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Actinver,201805,Año en Curso,333.19,67.53,Banco del Bajío,201805,Año en Curso,,                Actividad empresarial o comercial,"4,978.71","1,077.97"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Actinver,201804,Año en Curso,265.66,66.59,Banco del Bajío,201804,Año en Curso,,                Actividad empresarial o comercial,"3,900.74","1,001.91"
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Afirme,201806,Año en Curso,"3,665.53",588.13,Banco Deuno,201806,Año en Curso,,    Ingresos por intereses,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Afirme,201805,Año en Curso,"3,077.40",610.55,Banco Deuno,201805,Año en Curso,,    Ingresos por intereses,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Afirme,201804,Año en Curso,"2,466.85",660.14,Banco Deuno,201804,Año en Curso,,    Ingresos por intereses,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,American Express,201806,Año en Curso,,,Banco Deuno,201806,Año en Curso,,        Intereses de disponibilidades,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,American Express,201805,Año en Curso,,,Banco Deuno,201805,Año en Curso,,        Intereses de disponibilidades,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,American Express,201804,Año en Curso,,,Banco Deuno,201804,Año en Curso,,        Intereses de disponibilidades,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Autofin,201806,Año en Curso,24.22,4.69,Banco Deuno,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Autofin,201805,Año en Curso,19.53,4.59,Banco Deuno,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Autofin,201804,Año en Curso,14.94,4.35,Banco Deuno,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banamex,201806,Año en Curso,"4,886.86",874.46,Banco Deuno,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banamex,201805,Año en Curso,"4,012.40",682.38,Banco Deuno,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banamex,201804,Año en Curso,"3,330.03",984.8,Banco Deuno,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banamex Consolidado,201806,Año en Curso,"4,886.86",874.46,Banco Deuno,201806,Año en Curso,,            Por Títulos para Negociar,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banamex Consolidado,201805,Año en Curso,"4,012.40",682.38,Banco Deuno,201805,Año en Curso,,            Por Títulos para Negociar,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banamex Consolidado,201804,Año en Curso,"3,330.03",984.8,Banco Deuno,201804,Año en Curso,,            Por Títulos para Negociar,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca de Inversión y Otros Servicios,201806,Año en Curso,"6,628.59","1,070.34",Banco Deuno,201806,Año en Curso,,            Por Títulos Disponibles para la Venta,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca de Inversión y Otros Servicios,201805,Año en Curso,"5,558.25","1,180.80",Banco Deuno,201805,Año en Curso,,            Por Títulos Disponibles para la Venta,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca de Inversión y Otros Servicios,201804,Año en Curso,"4,377.45","1,060.22",Banco Deuno,201804,Año en Curso,,            Por Títulos Disponibles para la Venta,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca de Inversión y Otros Servicios Consolidado,201806,Año en Curso,"6,628.59","1,070.34",Banco Deuno,201806,Año en Curso,,            Por Títulos Conservados a Vencimiento,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca de Inversión y Otros Servicios Consolidado,201805,Año en Curso,"5,558.25","1,180.80",Banco Deuno,201805,Año en Curso,,            Por Títulos Conservados a Vencimiento,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca de Inversión y Otros Servicios Consolidado,201804,Año en Curso,"4,377.45","1,060.22",Banco Deuno,201804,Año en Curso,,            Por Títulos Conservados a Vencimiento,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca Mifel,201806,Año en Curso,43.9,6.41,Banco Deuno,201806,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca Mifel,201805,Año en Curso,37.5,6.7,Banco Deuno,201805,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banca Mifel,201804,Año en Curso,30.8,7.03,Banco Deuno,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Ahorro Famsa,201806,Año en Curso,8.99,1.46,Banco Deuno,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Ahorro Famsa,201805,Año en Curso,7.53,1.66,Banco Deuno,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Ahorro Famsa,201804,Año en Curso,5.87,1.57,Banco Deuno,201804,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Azteca,201806,Año en Curso,"1,208.66",224.69,Banco Deuno,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Azteca,201805,Año en Curso,983.97,236.34,Banco Deuno,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Azteca,201804,Año en Curso,747.63,195.74,Banco Deuno,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Base,201806,Año en Curso,530.98,91.65,Banco Deuno,201806,Año en Curso,,            Créditos Comerciales,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Base,201805,Año en Curso,439.34,90.57,Banco Deuno,201805,Año en Curso,,            Créditos Comerciales,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Base,201804,Año en Curso,348.77,84.48,Banco Deuno,201804,Año en Curso,,            Créditos Comerciales,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Bicentenario,201806,Año en Curso,,,Banco Deuno,201806,Año en Curso,,                Actividad empresarial o comercial,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Bicentenario,201805,Año en Curso,,,Banco Deuno,201805,Año en Curso,,                Actividad empresarial o comercial,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Bicentenario,201804,Año en Curso,,,Banco Deuno,201804,Año en Curso,,                Actividad empresarial o comercial,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco del Bajío,201806,Año en Curso,717.25,116.67,Banco Wal-Mart,201806,Año en Curso,,    Ingresos por intereses,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco del Bajío,201805,Año en Curso,600.58,123.56,Banco Wal-Mart,201805,Año en Curso,,    Ingresos por intereses,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco del Bajío,201804,Año en Curso,477.01,122.34,Banco Wal-Mart,201804,Año en Curso,,    Ingresos por intereses,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Deuno,201806,Año en Curso,,,Banco Wal-Mart,201806,Año en Curso,,        Intereses de disponibilidades,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Deuno,201805,Año en Curso,,,Banco Wal-Mart,201805,Año en Curso,,        Intereses de disponibilidades,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Deuno,201804,Año en Curso,,,Banco Wal-Mart,201804,Año en Curso,,        Intereses de disponibilidades,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Wal-Mart,201806,Año en Curso,,,Banco Wal-Mart,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Wal-Mart,201805,Año en Curso,,,Banco Wal-Mart,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Banco Wal-Mart,201804,Año en Curso,,,Banco Wal-Mart,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,BanCoppel,201806,Año en Curso,"1,131.22",187.34,Banco Wal-Mart,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,BanCoppel,201805,Año en Curso,943.88,202.58,Banco Wal-Mart,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,BanCoppel,201804,Año en Curso,741.29,197.66,Banco Wal-Mart,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancos Cambiarios,201806,Año en Curso,"1,810.14",267.38,Banco Wal-Mart,201806,Año en Curso,,            Por Títulos para Negociar,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancos Cambiarios,201805,Año en Curso,"1,542.76",373.6,Banco Wal-Mart,201805,Año en Curso,,            Por Títulos para Negociar,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancos Cambiarios,201804,Año en Curso,"1,169.17",309.73,Banco Wal-Mart,201804,Año en Curso,,            Por Títulos para Negociar,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancos Cambiarios Consolidado,201806,Año en Curso,"1,810.14",267.38,Banco Wal-Mart,201806,Año en Curso,,            Por Títulos Disponibles para la Venta,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancos Cambiarios Consolidado,201805,Año en Curso,"1,542.76",373.6,Banco Wal-Mart,201805,Año en Curso,,            Por Títulos Disponibles para la Venta,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancos Cambiarios Consolidado,201804,Año en Curso,"1,169.17",309.73,Banco Wal-Mart,201804,Año en Curso,,            Por Títulos Disponibles para la Venta,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancrea,201806,Año en Curso,44.29,8.82,Banco Wal-Mart,201806,Año en Curso,,            Por Títulos Conservados a Vencimiento,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancrea,201805,Año en Curso,35.46,9.21,Banco Wal-Mart,201805,Año en Curso,,            Por Títulos Conservados a Vencimiento,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bancrea,201804,Año en Curso,26.25,7.21,Banco Wal-Mart,201804,Año en Curso,,            Por Títulos Conservados a Vencimiento,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bank of America,201806,Año en Curso,219.19,102.19,Banco Wal-Mart,201806,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bank of America,201805,Año en Curso,117.01,48.51,Banco Wal-Mart,201805,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bank of America,201804,Año en Curso,68.5,5.8,Banco Wal-Mart,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bankaool,201806,Año en Curso,0,0,Banco Wal-Mart,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,,
,        Intereses y rendimientos a favor provenientes de inversiones en valores,Bankaool,201805,Año en Curso,0,0,Banco Wal-Mart,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,,
